Follower	Followee	Weight
2067	19841	1.0
2067	7916	1.0
2067	9926	1.0
2067	3264	1.0
2067	11213	1.0
2067	17558	1.0
2067	8523	1.0
2067	3533	1.0
2067	13634	1.0
2067	6596	1.0
2067	15229	1.0
2067	10001	1.0
2067	18012	1.0
2067	19728	1.0
2067	2812	1.0
24151	14141	1.0
16787	2721	1.0
16787	6613	1.0
14391	6945	1.0
14391	15575	1.0
14391	14014	1.0
14391	1331	1.0
14391	10067	1.0
14391	18191	1.0
3607	10366	1.0
7027	10079	1.0
11944	15897	1.0
11944	15433	1.0
11944	4273	1.0
8879	20537	1.0
8879	8473	1.0
8879	1158	1.0
8879	17221	1.0
8879	6325	1.0
8879	21016	1.0
8879	1322	1.0
8879	4495	1.0
8879	7315	1.0
8879	20480	1.0
8879	12444	1.0
8879	10230	1.0
8879	20407	1.0
8879	421	1.0
8879	13884	1.0
8879	8221	1.0
20528	20613	1.0
20528	15464	1.0
20528	7731	1.0
20528	18105	1.0
8880	9268	1.0
5324	8530	1.0
5324	6954	1.0
5324	1682	1.0
2068	95	1.0
2068	2345	1.0
2068	228	1.0
24776	7831	1.0
10514	11200	1.0
1060	4410	1.0
1060	974	1.0
8881	14741	1.0
16791	3393	1.0
21969	3063	1.0
21969	1363	1.0
21969	6253	1.0
8882	2783	1.0
8882	1121	1.0
8882	8526	1.0
8882	9503	1.0
8882	16104	1.0
20901	7734	1.0
20901	10858	1.0
20901	13898	1.0
4586	1088	1.0
4586	8304	1.0
8883	5452	1.0
8883	18606	1.0
14392	7482	1.0
14392	6516	1.0
14392	1297	1.0
14392	14860	1.0
14392	13604	1.0
14392	6483	1.0
14392	7121	1.0
14538	19907	1.0
11189	5793	1.0
14393	14188	1.0
14393	12868	1.0
19177	13864	1.0
3609	7355	1.0
3609	14231	1.0
3609	26318	1.0
3609	7849	1.0
3609	10245	1.0
3609	2271	1.0
3609	12785	1.0
8884	4609	1.0
8884	11726	1.0
8884	1249	1.0
8884	9064	1.0
8884	1351	1.0
8884	20165	1.0
8884	14711	1.0
8884	17436	1.0
8884	7831	1.0
8884	10574	1.0
8884	6009	1.0
5325	3577	1.0
15417	3741	1.0
15417	17147	1.0
15417	11748	1.0
2070	19463	1.0
2070	17745	1.0
2070	3294	1.0
18617	2676	1.0
18617	1429	1.0
18618	1565	1.0
18618	11518	1.0
18618	17865	1.0
18618	20716	1.0
18618	13817	1.0
18618	13107	1.0
18618	16925	1.0
20396	15875	1.0
20396	16298	1.0
20396	16455	1.0
20396	16990	1.0
20396	13357	1.0
20396	13952	1.0
20396	7976	1.0
20396	20210	1.0
20396	14072	1.0
20396	20459	1.0
20396	16950	1.0
20396	13753	1.0
20396	17267	1.0
20396	15910	1.0
20396	18190	1.0
20396	2837	1.0
20396	10459	1.0
20396	16899	1.0
20396	3185	1.0
20396	13863	1.0
20396	20904	1.0
20396	16183	1.0
20396	10587	1.0
20396	17472	1.0
20396	2915	1.0
20396	19914	1.0
20396	19221	1.0
20396	19326	1.0
20396	1937	1.0
20396	20439	1.0
20396	20838	1.0
20396	4690	1.0
20396	13559	1.0
20396	14174	1.0
20396	20777	1.0
20396	18913	1.0
20396	15328	1.0
20396	18297	1.0
20396	15057	1.0
20396	7121	1.0
20396	15194	1.0
20396	20344	1.0
20396	9719	1.0
20396	16714	1.0
20396	7718	1.0
20396	16179	1.0
5327	1249	1.0
5327	12460	1.0
5327	13286	1.0
5327	12550	1.0
8885	5570	1.0
11946	3962	1.0
6552	8879	1.0
6552	18987	1.0
6552	2039	1.0
6552	1249	1.0
6552	11474	1.0
6552	11712	1.0
6552	4402	1.0
6552	14096	1.0
14394	4425	1.0
14540	13765	1.0
14540	9947	1.0
14540	11273	1.0
19924	14253	1.0
19924	22146	1.0
8886	17318	1.0
2072	16711	1.0
2074	664	1.0
2074	26318	1.0
2074	4063	1.0
2074	1249	1.0
2074	20753	1.0
2074	1687	1.0
2074	7586	1.0
8887	1249	1.0
8887	12655	1.0
2075	7352	1.0
2075	15183	1.0
2075	16706	1.0
14395	5710	1.0
14395	1249	1.0
14395	19423	1.0
16793	13424	1.0
16793	800	1.0
18619	10576	1.0
18619	508	1.0
18619	13656	1.0
19479	6274	1.0
19479	17953	1.0
22730	6247	1.0
22730	22146	1.0
11947	16187	1.0
11947	6401	1.0
2077	457	1.0
22500	24977	1.0
22501	22424	1.0
14396	19518	1.0
14396	7194	1.0
14396	13142	1.0
14396	12166	1.0
14396	4391	1.0
2079	3168	1.0
2079	12916	1.0
2079	15649	1.0
2079	2658	1.0
2079	3577	1.0
14397	4618	1.0
14397	7798	1.0
14397	1249	1.0
14397	5253	1.0
14397	9539	1.0
14397	3493	1.0
14397	3063	1.0
2081	9582	1.0
2081	26318	1.0
2081	3285	1.0
2081	8386	1.0
2081	21561	1.0
2081	15696	1.0
2081	5724	1.0
24532	25077	1.0
24532	24090	1.0
24532	24395	1.0
24532	24433	1.0
24532	24356	1.0
24532	23150	1.0
24532	24875	1.0
24532	24434	1.0
11926	16711	1.0
11926	14662	1.0
11948	6826	1.0
11948	10955	1.0
11948	10781	1.0
14966	1249	1.0
14966	14010	1.0
14966	20585	1.0
5328	13632	1.0
25824	23150	1.0
23766	22311	1.0
5329	21801	1.0
5329	12744	1.0
1723	19096	1.0
1723	16724	1.0
7826	17132	1.0
7826	5318	1.0
7826	902	1.0
7826	1888	1.0
7826	17552	1.0
7826	7961	1.0
7826	9930	1.0
14399	21111	1.0
2082	4392	1.0
2082	12209	1.0
2082	16943	1.0
2082	8087	1.0
2082	8085	1.0
2082	7436	1.0
2082	9280	1.0
26180	25019	1.0
24009	6498	1.0
24009	24934	1.0
24606	25042	1.0
24606	24977	1.0
24606	22552	1.0
21198	11474	1.0
15453	6498	1.0
15453	12744	1.0
1061	17463	1.0
1061	6826	1.0
1061	12233	1.0
1061	5272	1.0
1061	4080	1.0
6123	2448	1.0
6123	3770	1.0
14400	20811	1.0
14400	19582	1.0
23088	1249	1.0
15419	6247	1.0
5330	8422	1.0
5330	17579	1.0
14401	12459	1.0
14401	14920	1.0
23192	3577	1.0
24067	22980	1.0
20999	9567	1.0
20999	4559	1.0
5331	7996	1.0
5331	12914	1.0
21446	8777	1.0
21446	8453	1.0
11951	18359	1.0
11951	20696	1.0
11951	14761	1.0
11951	19475	1.0
5091	15513	1.0
5092	1249	1.0
5092	5241	1.0
5092	7876	1.0
8890	4576	1.0
11952	12233	1.0
14402	19024	1.0
14402	3416	1.0
14403	10308	1.0
14403	21070	1.0
14403	1440	1.0
11953	20029	1.0
11953	4134	1.0
11953	11560	1.0
11953	3908	1.0
11953	15967	1.0
5332	7036	1.0
5332	3787	1.0
8565	12613	1.0
8565	18493	1.0
8892	3897	1.0
8892	14221	1.0
26187	2737	1.0
18622	11493	1.0
22502	1249	1.0
22502	7355	1.0
22502	16330	1.0
5334	1566	1.0
8893	1918	1.0
8893	18916	1.0
8566	6147	1.0
8566	10955	1.0
8566	9591	1.0
11955	18453	1.0
11955	11824	1.0
11955	10500	1.0
11955	13442	1.0
11955	12549	1.0
11955	18126	1.0
11955	14149	1.0
11955	7950	1.0
11955	16684	1.0
11955	455	1.0
11955	17392	1.0
14404	16711	1.0
14404	17080	1.0
14404	7121	1.0
14404	13113	1.0
14404	3536	1.0
14404	16964	1.0
11956	9	1.0
22157	391	1.0
8895	6247	1.0
8895	3063	1.0
8895	7431	1.0
8895	17002	1.0
8895	8669	1.0
8895	4806	1.0
8895	292	1.0
8895	19212	1.0
8895	4557	1.0
8895	6194	1.0
8895	19120	1.0
8895	3482	1.0
8895	13340	1.0
8895	1249	1.0
8895	16536	1.0
8895	710	1.0
8895	322	1.0
8895	2039	1.0
8895	385	1.0
8895	6556	1.0
8895	10735	1.0
8895	23588	1.0
8895	19769	1.0
19961	4665	1.0
19196	862	1.0
25789	25400	1.0
11958	15891	1.0
11958	8319	1.0
11958	10955	1.0
11977	17684	1.0
11977	12216	1.0
3623	10998	1.0
3623	8791	1.0
2115	14972	1.0
2115	25042	1.0
2115	7798	1.0
2115	19845	1.0
2115	2032	1.0
2115	2919	1.0
11978	11778	1.0
11978	2039	1.0
23520	25113	1.0
23520	6247	1.0
23520	23441	1.0
23520	21894	1.0
23520	22089	1.0
7865	1362	1.0
14423	2039	1.0
14423	12744	1.0
23674	12744	1.0
20087	3964	1.0
2117	9181	1.0
2117	5799	1.0
2117	5556	1.0
2117	16264	1.0
2117	6741	1.0
2117	493	1.0
2117	11537	1.0
2117	5976	1.0
2117	50	1.0
2117	2226	1.0
2117	4539	1.0
2117	4747	1.0
2117	1796	1.0
2117	2840	1.0
2117	12212	1.0
2117	10214	1.0
2117	7253	1.0
2117	924	1.0
2117	8754	1.0
2117	6483	1.0
2117	10968	1.0
2117	4924	1.0
2117	3546	1.0
2117	4830	1.0
2117	4796	1.0
2117	5760	1.0
2117	1529	1.0
2117	15650	1.0
2117	2219	1.0
2117	355	1.0
2117	3516	1.0
2117	26454	1.0
2117	3189	1.0
2117	21085	1.0
2117	8083	1.0
2117	11595	1.0
2117	4602	1.0
2117	5381	1.0
2117	16977	1.0
2117	10956	1.0
2117	7521	1.0
2117	4055	1.0
2117	2169	1.0
2117	7912	1.0
11980	723	1.0
11980	10468	1.0
11980	7632	1.0
11980	13826	1.0
11980	18099	1.0
11980	3347	1.0
11980	6584	1.0
11980	203	1.0
11980	22191	1.0
5353	7026	1.0
2118	3953	1.0
2118	9206	1.0
14424	1640	1.0
13550	12744	1.0
13550	1249	1.0
13550	16790	1.0
13550	10695	1.0
13550	1823	1.0
13550	13551	1.0
13550	1498	1.0
13550	2750	1.0
13550	11778	1.0
8916	1249	1.0
8916	2460	1.0
2119	3486	1.0
2119	4476	1.0
11981	15435	1.0
18634	3122	1.0
18634	18818	1.0
20510	16891	1.0
20510	10187	1.0
20510	4752	1.0
20510	2039	1.0
20510	6937	1.0
18635	1249	1.0
20151	19329	1.0
8917	1249	1.0
8917	2039	1.0
23129	25042	1.0
21447	21016	1.0
8919	1249	1.0
8919	16433	1.0
8919	7750	1.0
2120	13497	1.0
16807	11337	1.0
16807	10955	1.0
16807	1249	1.0
16807	14868	1.0
16807	3056	1.0
18636	12337	1.0
18636	12647	1.0
18636	21255	1.0
5354	1758	1.0
5354	6660	1.0
5354	4227	1.0
8920	7956	1.0
8920	1302	1.0
8920	10817	1.0
8920	1249	1.0
8920	732	1.0
8920	13228	1.0
8920	8202	1.0
8920	17835	1.0
8920	12954	1.0
8920	9083	1.0
16808	1703	1.0
14425	21425	1.0
14425	2039	1.0
2121	16377	1.0
13985	3678	1.0
13985	14124	1.0
13985	3538	1.0
13985	10827	1.0
13985	2438	1.0
24380	23747	1.0
18637	18853	1.0
18637	6632	1.0
18637	4644	1.0
2122	7917	1.0
2122	2662	1.0
2122	26316	1.0
2122	23684	1.0
2122	4993	1.0
5355	10979	1.0
5355	7355	1.0
5355	10754	1.0
5355	503	1.0
5355	4880	1.0
5355	12992	1.0
5355	13922	1.0
5355	1923	1.0
5355	20288	1.0
18638	12656	1.0
20222	7693	1.0
14426	10678	1.0
16810	8226	1.0
2123	2651	1.0
2123	4735	1.0
2123	19238	1.0
2123	199	1.0
22976	23748	1.0
22976	3063	1.0
14427	18283	1.0
23668	2039	1.0
25651	22462	1.0
14428	8915	1.0
24259	3577	1.0
2124	3770	1.0
2124	3142	1.0
2124	16194	1.0
2124	10484	1.0
16811	15431	1.0
16811	5884	1.0
16811	17433	1.0
5356	8451	1.0
2125	18887	1.0
2126	9808	1.0
2126	8376	1.0
2126	7822	1.0
2126	4026	1.0
2126	8672	1.0
2126	8792	1.0
2126	3613	1.0
2126	1904	1.0
2126	8069	1.0
2126	651	1.0
2126	1182	1.0
2126	29	1.0
2126	11026	1.0
2126	1591	1.0
2126	8484	1.0
2126	7716	1.0
2126	11593	1.0
2126	3557	1.0
2126	2800	1.0
2126	5604	1.0
2126	12079	1.0
2126	375	1.0
2126	16320	1.0
2126	4644	1.0
11983	21047	1.0
2127	7849	1.0
2127	18274	1.0
2127	16178	1.0
2127	2840	1.0
2127	4977	1.0
3014	4112	1.0
6543	2330	1.0
6543	16666	1.0
20332	1180	1.0
8921	12216	1.0
5357	7531	1.0
5357	18762	1.0
5357	1297	1.0
8922	1564	1.0
8922	13399	1.0
12489	10955	1.0
12489	3013	1.0
2131	1249	1.0
20855	22527	1.0
16812	6247	1.0
16812	16711	1.0
16812	4324	1.0
16812	203	1.0
16813	16815	1.0
2132	23278	1.0
2132	6826	1.0
2133	5438	1.0
2133	14569	1.0
14429	9851	1.0
14429	12746	1.0
5358	3324	1.0
5358	16409	1.0
5358	5570	1.0
5358	8619	1.0
5358	5341	1.0
5358	12954	1.0
5358	8082	1.0
5358	8982	1.0
18640	1249	1.0
18640	15803	1.0
18640	8117	1.0
18640	22264	1.0
7016	15341	1.0
7016	15784	1.0
7016	11523	1.0
7016	969	1.0
5359	1740	1.0
8926	18717	1.0
8926	15271	1.0
23272	23964	1.0
2134	26318	1.0
2134	12785	1.0
2134	21017	1.0
2134	16021	1.0
2135	285	1.0
5360	11910	1.0
5360	2039	1.0
5360	11016	1.0
5360	6253	1.0
22558	6161	1.0
22558	20345	1.0
5361	1567	1.0
20822	17002	1.0
20822	8803	1.0
20822	195	1.0
20822	95	1.0
20822	15427	1.0
20822	7423	1.0
5362	1436	1.0
16815	16813	1.0
14430	6584	1.0
8927	27	1.0
8927	14090	1.0
8927	14253	1.0
8927	912	1.0
8927	6811	1.0
8927	271	1.0
14431	117	1.0
2338	1740	1.0
2338	4458	1.0
2338	6247	1.0
25490	25592	1.0
25490	25531	1.0
25490	25597	1.0
25490	25579	1.0
25490	25491	1.0
25490	25629	1.0
25490	25599	1.0
25490	25548	1.0
25490	25522	1.0
15828	1249	1.0
15828	16174	1.0
15828	16790	1.0
18641	898	1.0
11985	1592	1.0
11985	7002	1.0
22853	3437	1.0
2137	18416	1.0
2137	2039	1.0
2137	1249	1.0
2137	5187	1.0
8929	11337	1.0
8929	22458	1.0
8929	4599	1.0
8929	7355	1.0
20511	17570	1.0
5363	4301	1.0
5363	3714	1.0
11986	17778	1.0
11986	12648	1.0
11986	769	1.0
11986	7793	1.0
16816	18084	1.0
16816	6142	1.0
5958	15344	1.0
5958	593	1.0
5958	18173	1.0
5958	11310	1.0
8931	10665	1.0
8931	610	1.0
8931	16233	1.0
11987	3619	1.0
11987	1249	1.0
11987	14315	1.0
11987	11279	1.0
2138	17426	1.0
9097	25042	1.0
9097	4410	1.0
9097	17222	1.0
9097	23473	1.0
22238	5001	1.0
22238	21264	1.0
22238	20515	1.0
22238	21620	1.0
22238	17234	1.0
21052	13992	1.0
21052	18912	1.0
19861	3406	1.0
19861	19536	1.0
19861	13348	1.0
19861	4660	1.0
19861	19053	1.0
19861	5406	1.0
19861	16601	1.0
19861	16752	1.0
22556	25265	1.0
22556	844	1.0
2140	12332	1.0
2140	9023	1.0
8932	2152	1.0
8933	13887	1.0
8933	9038	1.0
25048	19567	1.0
5364	6311	1.0
5364	840	1.0
5364	2644	1.0
5364	17326	1.0
22359	2365	1.0
22359	6059	1.0
5365	16047	1.0
1080	12005	1.0
1080	6682	1.0
1080	976	1.0
8934	1121	1.0
8934	9712	1.0
20440	20737	1.0
2141	7831	1.0
2141	21873	1.0
2141	6174	1.0
2141	23588	1.0
8935	4277	1.0
8935	8344	1.0
8935	3781	1.0
8935	9468	1.0
2142	3417	1.0
22014	6247	1.0
22014	24977	1.0
22014	25042	1.0
5366	3432	1.0
5366	10633	1.0
23767	6498	1.0
2147	17103	1.0
2144	25829	1.0
2144	369	1.0
5368	2039	1.0
5368	6247	1.0
5368	22674	1.0
16818	1899	1.0
14433	6174	1.0
14433	18430	1.0
14433	1924	1.0
23130	21134	1.0
2145	4369	1.0
25086	5300	1.0
16820	9892	1.0
16820	5473	1.0
5369	10955	1.0
11991	11755	1.0
11991	12135	1.0
11991	8669	1.0
16821	5220	1.0
16821	15376	1.0
16821	12535	1.0
16821	16684	1.0
26306	25802	1.0
491	2934	1.0
16519	10440	1.0
15050	11595	1.0
15050	1981	1.0
15050	11848	1.0
15050	12966	1.0
15050	14804	1.0
15050	18609	1.0
5372	18072	1.0
5372	4118	1.0
5372	20780	1.0
5372	13866	1.0
5372	9437	1.0
25087	24442	1.0
25087	24419	1.0
25087	24426	1.0
25087	24430	1.0
25087	25051	1.0
14434	1249	1.0
1742	392	1.0
1742	2039	1.0
1742	1249	1.0
19847	2039	1.0
19847	12532	1.0
19847	18419	1.0
19847	9622	1.0
20902	7165	1.0
20902	19545	1.0
5373	13892	1.0
5373	13973	1.0
5373	1923	1.0
8941	18534	1.0
8942	8913	1.0
8942	19876	1.0
8942	9183	1.0
8942	9025	1.0
8942	19423	1.0
8942	12124	1.0
8942	13777	1.0
9730	6216	1.0
5374	17046	1.0
26159	23067	1.0
5375	5259	1.0
5375	2102	1.0
5375	10162	1.0
2148	11893	1.0
2148	12744	1.0
2148	10955	1.0
2148	25042	1.0
2148	1249	1.0
8591	7363	1.0
8591	2248	1.0
8591	7960	1.0
8591	10730	1.0
8943	3447	1.0
8943	5126	1.0
18643	10067	1.0
16822	13399	1.0
16822	9217	1.0
11992	15962	1.0
11992	16489	1.0
11992	11207	1.0
11992	11702	1.0
11992	4656	1.0
11992	16935	1.0
11992	5549	1.0
14982	21043	1.0
10677	8884	1.0
17433	16784	1.0
17433	10955	1.0
17433	18073	1.0
3631	20277	1.0
3631	4147	1.0
3631	892	1.0
8944	7096	1.0
8944	19511	1.0
8944	11595	1.0
8944	16982	1.0
8944	14375	1.0
8944	7470	1.0
8944	13047	1.0
8944	16017	1.0
8944	12291	1.0
8944	4613	1.0
8944	21260	1.0
21692	23483	1.0
28	17235	1.0
14438	6022	1.0
23337	13637	1.0
8945	12455	1.0
14439	5714	1.0
14439	10593	1.0
11993	9589	1.0
11993	4460	1.0
23889	5270	1.0
23889	16093	1.0
23889	22386	1.0
23889	22435	1.0
24714	24011	1.0
21972	2039	1.0
21972	6247	1.0
21972	23007	1.0
21972	22289	1.0
18645	19823	1.0
18645	1249	1.0
18645	19501	1.0
18645	15010	1.0
18645	15318	1.0
18645	11290	1.0
20575	17480	1.0
20575	11329	1.0
20575	9989	1.0
8443	17238	1.0
2344	6247	1.0
2344	1249	1.0
2344	11778	1.0
8947	1249	1.0
8947	10500	1.0
8947	3770	1.0
11994	26	1.0
11994	9205	1.0
16823	15649	1.0
16823	18031	1.0
16824	1180	1.0
16824	20071	1.0
14440	14610	1.0
14440	7334	1.0
8948	9261	1.0
8948	4787	1.0
8948	9794	1.0
2153	7226	1.0
2153	629	1.0
2153	2165	1.0
2153	2574	1.0
2153	6824	1.0
2153	997	1.0
2153	6516	1.0
2153	7847	1.0
2153	4968	1.0
2153	1269	1.0
2153	5497	1.0
2153	1404	1.0
2153	1473	1.0
2153	8193	1.0
2153	4643	1.0
2153	2931	1.0
16825	12811	1.0
24607	23282	1.0
24607	26114	1.0
24607	23193	1.0
5380	7579	1.0
21197	6149	1.0
26307	1249	1.0
5381	2117	1.0
2154	6655	1.0
5961	17177	1.0
5961	12312	1.0
5961	223	1.0
2155	1249	1.0
2155	17001	1.0
2155	1418	1.0
8950	1249	1.0
8950	5544	1.0
8950	19251	1.0
15406	17957	1.0
11995	15549	1.0
11995	1641	1.0
18646	12449	1.0
18646	19800	1.0
18646	518	1.0
18646	4872	1.0
18646	8225	1.0
18646	14253	1.0
18646	13133	1.0
18646	19054	1.0
14442	14965	1.0
14442	15762	1.0
14442	13355	1.0
23407	24104	1.0
3019	751	1.0
3019	15833	1.0
3019	18784	1.0
8951	8502	1.0
22193	22042	1.0
2157	1249	1.0
8952	12965	1.0
8952	12682	1.0
10544	12784	1.0
10544	10754	1.0
10544	13615	1.0
21350	22865	1.0
11996	9573	1.0
11997	17985	1.0
11997	3063	1.0
11997	203	1.0
11997	1040	1.0
11997	6855	1.0
11997	8115	1.0
11997	24590	1.0
11997	1249	1.0
11997	8926	1.0
11997	24933	1.0
11997	10048	1.0
11997	24286	1.0
11997	7768	1.0
11997	10206	1.0
7475	6247	1.0
2158	8180	1.0
2158	22734	1.0
2158	1740	1.0
2158	15833	1.0
2158	3347	1.0
2158	559	1.0
2158	19799	1.0
2158	23588	1.0
2159	18755	1.0
2159	10503	1.0
2159	19592	1.0
2159	6260	1.0
9140	11619	1.0
16826	3265	1.0
8953	12054	1.0
8953	17636	1.0
8953	7333	1.0
24807	24810	1.0
24807	24816	1.0
24807	22609	1.0
22360	7793	1.0
23675	14799	1.0
16827	449	1.0
21162	13410	1.0
21162	17392	1.0
21162	18321	1.0
21162	21074	1.0
21162	18973	1.0
2160	9892	1.0
5383	9808	1.0
5383	8144	1.0
5383	9334	1.0
5383	5468	1.0
5383	10286	1.0
14983	22951	1.0
21119	4613	1.0
16828	10985	1.0
16828	18453	1.0
16828	9647	1.0
16828	10325	1.0
16828	836	1.0
16828	4806	1.0
16828	12081	1.0
16828	5272	1.0
16828	14178	1.0
16828	12744	1.0
16828	13906	1.0
16828	3901	1.0
16828	2039	1.0
16828	1249	1.0
16828	7852	1.0
16828	18616	1.0
16828	18549	1.0
16828	17299	1.0
16828	15552	1.0
16828	15397	1.0
16828	7033	1.0
16828	5239	1.0
16828	13864	1.0
16828	18086	1.0
16828	11376	1.0
16828	13863	1.0
16828	10184	1.0
16828	10603	1.0
16828	9736	1.0
16828	5297	1.0
16828	4599	1.0
16828	14612	1.0
16828	2737	1.0
16828	8140	1.0
16828	10839	1.0
16828	12651	1.0
16828	5383	1.0
16828	6029	1.0
16828	18136	1.0
16828	9591	1.0
8954	15815	1.0
8954	7114	1.0
8954	13094	1.0
8954	12616	1.0
8954	10827	1.0
8954	12501	1.0
8954	14654	1.0
14443	13211	1.0
18545	10000	1.0
18545	9248	1.0
18545	2737	1.0
18545	1249	1.0
18545	5297	1.0
18545	14868	1.0
18545	8117	1.0
1171	50	1.0
1171	1118	1.0
8955	7441	1.0
14444	2039	1.0
14444	14950	1.0
14444	6771	1.0
14444	1180	1.0
14444	6022	1.0
18647	17619	1.0
20333	741	1.0
20333	2514	1.0
20333	14509	1.0
24202	20308	1.0
22912	9245	1.0
14984	6022	1.0
5385	15924	1.0
5385	10618	1.0
2161	11	1.0
2161	15922	1.0
2161	11005	1.0
2161	3770	1.0
2161	4462	1.0
2161	7489	1.0
10679	11746	1.0
14445	15927	1.0
14445	9383	1.0
14445	3482	1.0
14445	10650	1.0
14445	3736	1.0
14445	21591	1.0
14446	6988	1.0
24772	21801	1.0
11999	2620	1.0
2162	7916	1.0
12000	17621	1.0
25644	24868	1.0
25644	24590	1.0
12001	5570	1.0
12001	3790	1.0
21720	11578	1.0
21720	2039	1.0
21720	3123	1.0
21201	7489	1.0
5386	1249	1.0
5386	248	1.0
5386	1841	1.0
5386	98	1.0
19925	17646	1.0
19925	12710	1.0
8956	13377	1.0
8957	9511	1.0
8957	2862	1.0
8957	20066	1.0
8957	1740	1.0
18721	20192	1.0
22194	6498	1.0
26182	1082	1.0
12003	15481	1.0
12874	12325	1.0
12874	16026	1.0
12874	13776	1.0
16829	18869	1.0
16829	2825	1.0
20334	1249	1.0
7873	1249	1.0
24628	16287	1.0
20088	9715	1.0
20088	6022	1.0
20088	26	1.0
20088	18470	1.0
8554	5714	1.0
12128	11032	1.0
12004	163	1.0
14448	16932	1.0
23168	20934	1.0
23168	21114	1.0
12005	9034	1.0
12005	1080	1.0
12005	1690	1.0
12005	20711	1.0
12005	5884	1.0
12005	19823	1.0
12005	10078	1.0
12005	18335	1.0
12005	12582	1.0
12005	6543	1.0
16830	20031	1.0
8958	4227	1.0
2165	1827	1.0
2165	2005	1.0
2165	12737	1.0
2165	2153	1.0
2165	19919	1.0
2165	14654	1.0
2165	3545	1.0
2165	4998	1.0
2165	18411	1.0
2165	12076	1.0
2165	12555	1.0
2165	13318	1.0
2165	17110	1.0
2165	2943	1.0
2165	15133	1.0
2165	12166	1.0
2165	16925	1.0
2165	9736	1.0
2165	10633	1.0
2165	9184	1.0
2165	10575	1.0
2165	15241	1.0
2165	9284	1.0
2166	9108	1.0
2166	9052	1.0
2166	26318	1.0
5388	18530	1.0
2167	4220	1.0
14449	3682	1.0
14449	23082	1.0
14450	18281	1.0
14450	2039	1.0
14450	1249	1.0
14450	9475	1.0
14450	4471	1.0
14450	12744	1.0
14451	17696	1.0
14451	2039	1.0
12007	14664	1.0
12007	642	1.0
12007	8457	1.0
12007	135	1.0
12007	13093	1.0
12007	9615	1.0
12007	16810	1.0
12007	5187	1.0
12007	9773	1.0
12007	20265	1.0
12007	14141	1.0
20864	6498	1.0
16831	5893	1.0
16831	6022	1.0
16831	2737	1.0
16831	15207	1.0
16832	7371	1.0
14550	8127	1.0
2168	25042	1.0
2168	1249	1.0
5345	1369	1.0
2169	1249	1.0
8959	4561	1.0
8959	6247	1.0
8959	7560	1.0
8959	9028	1.0
8959	7064	1.0
8959	5473	1.0
8959	12744	1.0
8959	5861	1.0
8959	5773	1.0
8959	6332	1.0
8959	4599	1.0
8959	7355	1.0
8959	7272	1.0
8959	11778	1.0
8959	1845	1.0
2170	1932	1.0
2170	1666	1.0
2170	4855	1.0
2170	14259	1.0
2170	17454	1.0
2170	2592	1.0
2170	15057	1.0
16833	18644	1.0
16833	10722	1.0
16833	10955	1.0
16833	15142	1.0
16833	1299	1.0
16833	7045	1.0
19042	4227	1.0
19042	21146	1.0
7053	15072	1.0
7053	11102	1.0
7053	7876	1.0
7053	4077	1.0
7053	16479	1.0
7053	15433	1.0
7053	17681	1.0
8961	1249	1.0
9734	10416	1.0
9734	17353	1.0
9734	3482	1.0
9734	10033	1.0
9734	2039	1.0
17729	17441	1.0
2171	19841	1.0
2171	1249	1.0
2171	2580	1.0
2172	1249	1.0
2172	798	1.0
2172	1726	1.0
25299	25373	1.0
25299	25307	1.0
8962	8833	1.0
21693	23584	1.0
21693	21456	1.0
2174	11774	1.0
2174	5861	1.0
12008	2418	1.0
12008	6749	1.0
6668	2090	1.0
12009	12193	1.0
12009	10358	1.0
5390	9372	1.0
5390	19477	1.0
5390	7484	1.0
5390	5648	1.0
14452	5525	1.0
14452	18680	1.0
5526	10078	1.0
5526	17317	1.0
19681	1249	1.0
19259	10955	1.0
19259	1249	1.0
19259	12651	1.0
19259	5272	1.0
19259	11778	1.0
8965	18065	1.0
5392	1249	1.0
5392	6118	1.0
24975	18035	1.0
25300	25332	1.0
25300	25324	1.0
25300	25319	1.0
25300	25373	1.0
25300	25313	1.0
25300	25312	1.0
25300	25307	1.0
25300	22806	1.0
16837	12270	1.0
16837	20065	1.0
25301	25332	1.0
25301	25324	1.0
25301	25319	1.0
25301	25373	1.0
25301	25305	1.0
25301	25313	1.0
25301	25312	1.0
25301	25307	1.0
25301	22806	1.0
8966	2325	1.0
8966	14733	1.0
8966	4020	1.0
25302	25332	1.0
25302	25324	1.0
25302	25319	1.0
25302	25373	1.0
25302	25305	1.0
25302	25313	1.0
25302	25312	1.0
25302	25307	1.0
14453	15708	1.0
14453	10839	1.0
8967	1249	1.0
8967	17259	1.0
8967	10154	1.0
8967	9190	1.0
8967	10212	1.0
18430	14433	1.0
16838	13283	1.0
16838	14752	1.0
16838	18609	1.0
16838	17571	1.0
5393	2880	1.0
5393	3483	1.0
5393	13826	1.0
5393	11840	1.0
18651	7275	1.0
18651	17970	1.0
18651	19105	1.0
16232	6637	1.0
16232	9190	1.0
16232	17001	1.0
16232	14047	1.0
16839	20527	1.0
16839	19371	1.0
16839	18369	1.0
8968	2652	1.0
20796	19914	1.0
20796	15082	1.0
20796	7950	1.0
20796	14729	1.0
17581	16004	1.0
18652	19032	1.0
8969	17367	1.0
8969	21242	1.0
12010	7336	1.0
20741	4974	1.0
2175	8998	1.0
